	labels	sentence	index
4470	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Enzyme-linked immunosorbent assay experiments reveal that black pepper and cardamom significantly enhance and suppress , respectively , T helper ( Th)1 cytokine release by splenocytes .	20210607_s3
4471	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Conversely , Th2 cytokine release by splenocytes is significantly suppressed and enhanced by black pepper and cardamom , respectively .	20210607_s4
4472	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Experimental evidence suggests that black pepper and cardamom extracts exert pro-inflammatory and anti-inflammatory roles , respectively .	20210607_s5
4473	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Consistently , nitric oxide production by macrophages is significantly augmented and reduced by black pepper and cardamom , respectively .	20210607_s6
4474	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Remarkably , it is evident that black pepper and cardamom extracts significantly enhance the cytotoxic activity of natural killer cells , indicating their potential anti-cancer effects .	20210607_s7
4475	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Our findings strongly suggest that black pepper and cardamom exert immunomodulatory roles and antitumor activities , and hence they manifest themselves as natural agents that can promote the maintenance of a healthy immune system .	20210607_s8
4476	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	We anticipate that black pepper and cardamom constituents can be used as potential therapeutic tools to regulate inflammatory responses and prevent/attenuate carcinogenesis .	20210607_s9
4478	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inhibitors targeting growth factor signalling pathways in glioma have shown a low clinical response rate .	22285130_s1
4479	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To accurately evaluate response to targeted therapies further in vitro studies are necessary .	22285130_s2
4480	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Growth factor pathway expression using epidermal growth factor receptor ( EGFR ) , mutant EGFR ( EGFRvIII ) , platelet derived growth factor receptor ( PDGFR ) , C-Kit and C-Abl together with phosphatase and tensin homolog ( PTEN ) expression and downstream activation of AKT and phosphorylated ribosomal protein S6 ( P70S6K ) was analysed in 26 primary glioma cultures treated with the tyrosine kinase inhibitors ( TKIs ) erlotinib , gefitinib and imatinib .	22285130_s3
4481	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Response to TKIs was assessed using 50% inhibitory concentrations ( IC(50) ) .	22285130_s4
4482	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Response for each culture was compared with the EGFR/PDGFR immunocytochemical pathway profile using hierarchical cluster analysis ( HCA ) and principal component analysis ( PCA ) .	22285130_s5
4483	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Erlotinib response was not strongly associated with high expression of the growth factor pathway components .	22285130_s6
4485	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Increased EGFR expression was associated with gefitinib response ; increased PDGFR-α expression was associated with imatinib response .	22285130_s8
4487	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND : CD81 is a transmembrane protein that serves as a putative receptor for hepatitis C virus .	23264205_s0
4488	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , CD81 has been suggested to be involved in a broad range of other cellular functions .	23264205_s1
4489	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Its putative implication in tumorigenesis has so far , however , remained largely unexplored .	23264205_s2
4490	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To assess the candidacy of CD81 as a tumor suppressor in gastric cancer development , we investigated its expression and function in a series of primary gastric tumors and gastric tumor-derived cell lines .	23264205_s3
4491	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS : The expression and concomitant methylation status of the CD81 gene and its effect on tumor development and cellular signaling were evaluated .	23264205_s4
4492	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS : CD81 mRNA levels were found to be low in 16 of 40 ( 40% ) primary tumors and 9 of 14 ( 64.2% ) cell lines , and these low expression levels were found to correlate with the stage and grade of the tumors .	23264205_s5
4494	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Bisulfite DNA sequencing analysis of 10 CpG sites within the 5 ' proximal region of the CD81 gene promoter revealed that the observed transcriptional silencing was tightly associated with aberrant hypermethylation .	23264205_s7
4495	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]	Subsequent restoration of CD81 expression induced a G(1) cell cycle arrest and apoptosis , whereas siRNA-mediated CD81 down-regulation promoted cell proliferation and attenuated cellular responses to various apoptotic stress stimuli .	23264205_s8
4497	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CD81 was found to inhibit p38 ( but not ERK , JNK and AKT ) phosphorylation and its growth suppressive effect could be abolished through p38 up- and down-regulation .	23264205_s10
4499	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Osteoblastic bone metastases are the most common metastases produced by human prostate cancers ( PCa ) .	21098705_s0
4500	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Deregulated activity of Wnt growth factors resulting from overexpression of the Wnt inhibitor Dickkopf-1 ( DKK-1 ) is known to contribute to formation of the osteoblastic component of PCa skeletal bone metastases .	21098705_s1
4501	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we report that DKK-1 knockdown in osteolytic human PCa cells unexpectedly delays the development of both soft tissue and osseous lesions .	21098705_s2
4502	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PCa cells deficient in DKK-1 expression did not increase canonical Wnt signaling in target osteoblast cell lines ; however , DKK-1 knockdown PCa cells exhibited increased expression of the CDK inhibitor p21(CIP1/WAF1) and a 32% increase in G(1) arrest compared with control cells .	21098705_s3
4503	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ablating p21(CIP1/WAF1) in PCa cells deficient in DKK-1 was sufficient to rescue tumor growth .	21098705_s4
4504	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Collectively , our findings demonstrate that DKK-1 overexpression supports tumor growth in part by restricting expression of p21(CIP1/WAF1) through a mechanism independent of canonical Wnt signaling .	21098705_s5
4505	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Earlier studies indicated that density-arrested cancer cells released an unidentified growth inhibitor whose secretion was prevented by overexpression of the lysosomal protease cathepsin D ( cath D ) .	19802014_s0
4506	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , this growth inhibitor was purified by affinity chromatography and identified as the heat shock cognate 70 protein ( hsc70 ) based on its peptide microsequencing and specific antibody recognition .	19802014_s1
4507	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Among intracellular proteins , including other heat shock proteins , only constitutive hsc70 was secreted in response to the high-cell density .	19802014_s2
4508	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , hsc70 secretion from cancer cells was generated by serum deprivation , whereas its cellular concentration did not change .	19802014_s3
4509	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Prevention of Hsc70 secretion by cath D overexpression was associated with the formation of multilayer cell cultures , thus indicating a loss of contact inhibition .	19802014_s4
4512	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hsc70 appears active in human breast cancer cells and hypersecreted by direct cath D inhibition .	19802014_s7
4513	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggest a new role of this secreted hsc70 chaperone in cell proliferation that might account for the higher tumor growth of cancer cells overexpressing cath D .	19802014_s8
4514	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumor cells trigger angiogenesis through overexpression of various angiogenic factors including vascular endothelial growth factor ( VEGF ) and angiopoietin 1 ( Ang1 ) .	23026853_s0
4516	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Grape seed proanthocyanidins ( GSPs ) are widely consumed dietary supplements that have antitumor activity .	23026853_s2
4519	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]	The mechanisms of their action were related to inhibiting the expression of both VEGF and Ang1 through scavenging reactive oxygen species .	23026853_s5
4520	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Previous studies have demonstrated that the chemopreventive effects of GSPs on colon cancer are associated with their growth inhibitory and apoptosis-inducing effects .	23026853_s6
4521	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results demonstrate another mechanism by which GSPs inhibit colon tumor growth , which will be helpful for developing GSPs as a pharmacologically safe angiopreventive agent against colorectal cancer .	23026853_s7
4522	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Breast cancer consists in a chronic inflammatory disease with multiple biological and clinical behaviors .	22618884_s0
4523	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Based on high throughput technologies data , this disease is currently classified according to the molecular expression of estrogen ( ER ) , progesterone ( PR ) and human epidermal growth factor ( HER-2 ) receptors .	22618884_s1
4524	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we defined the inflammatory profile of the main molecular subtypes of breast cancer patients : luminal ( ER and PR positive , HER-2 negative ) , HER-2 enriched ( HER-2 positive ) and triple negative ( ER , PR and HER-2 negative ) .	22618884_s2
4526	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Oxidative profile was assessed by determination of lipid peroxidation , total antioxidant capacity of plasma , malondialdehyde levels , carbonyl content and nitric oxide ( NO ) .	22618884_s4
4527	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Clinical data were correlated with inflammatory findings .	22618884_s5
4528	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Our findings demonstrated that patients bearing the luminal subtype displayed high TNF-α , TGF-β and enhanced oxidative stress levels associated with reduced IL-12 .	22618884_s6
4529	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	HER-2-enriched group exhibited higher levels of TNF-α , IL-12 and TGF-β associated with enhanced oxidative stress .	22618884_s7
4530	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Triple-negative subtype exhibited the most aggressive profile of disease behavior , with reduction in both TNF-α and TGF-β , with high levels of lipid peroxidation and NO .	22618884_s8
4531	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	The clinical importance of our findings lies in the fact that the inflammatory status varies in distinct ways due to molecular subtype of breast cancer , opening potential therapeutic targets to future therapies .	22618884_s9
4532	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The activity of DNA methyltransferase 1 ( DNMT1 ) is associated with diverse biological activities , including cell proliferation , senescence and cancer development .	23249948_s0
4533	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we demonstrated that the HMG box-containing protein 1 ( HBP1 ) transcription factor is a new repressor of DNMT1 in a complex mechanism during senescence .	23249948_s1
4534	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The DNMT1 gene contains an HBP1-binding site at position -115 to -134bp from the transcriptional start site .	23249948_s2
4535	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	HBP1 repressed the endogenous DNMT1 gene through sequence-specific binding , resulting in both gene-specific ( e.g. p16(INK4) ) and global DNA hypomethylation changes .	23249948_s3
4536	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HBP1-mediated repression by DNMT1 contributed to replicative and premature senescence , the latter of which could be induced by Ras and HBP1 itself .	23249948_s4
4537	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A detailed investigation unexpectedly revealed that HBP1 has dual and complex transcriptional functions-both of which contribute to premature senescence .	23249948_s5
4539	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The opposite transcriptional functions proceeded through different DNA sequences and differential protein acetylation .	23249948_s7
4541	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Together , our results suggest that the HBP1 transcription factor orchestrates a complex regulation of key genes during cellular senescence with an impact on overall DNA methylation state .	23249948_s9
4542	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We report the formation , detection , quantitation and structural characterization of products resulting from the adduction of deoxynucleosides ( deoxyadenosine , deoxyguanosine , deoxycytidine and 5-methyldeoxycytidine ) to the catechol estrogens ( CE ) of estrone , estradiol-17beta and estradiol-17 alpha .	12441195_s0
4543	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The crude products are obtained in a one-pot synthesis through oxidation of catechols to quinones and subsequent Michael-type reaction with the deoxynucleosides in acidic medium .	12441195_s1
4544	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In all experiments , adducts are detected by electrospray ionization mass spectrometry analysis after HPLC separation ( LC/ESI/MS(n) ) .	12441195_s2
4545	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	The two pyrimidines deoxycytidine and 5-methyldeoxycytidine yield only CE adducts to deoxynucleosides , which correspond to stable adducts on DNA .	12441195_s3
4546	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	For purines , the results depend on the CE ( 2,3- or 3,4-catechols ) used , the function and configuration on carbon 17 ( ketone for estrone , alcohol for alpha and beta isomers of estradiol ) , and on the purine itself ( deoxyadenosine or deoxyguanosine ) .	12441195_s4
4547	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Both stable adducts and deglycosylated adducts are formed , and therefore formation of stable adducts on DNA as well as the loss of purines from the DNA strands could be possible .	12441195_s5
4548	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	MS(2) and MS(3) experiments prove to be relevant for further structural determinations , enabling in some cases the elucidation of the regiochemistry of adduction on the A and B rings of the steroid moiety .	12441195_s6
4549	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE Radiation therapy appears to kill cells mainly by inducing DNA double-strand breaks .	20092964_s0
4550	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We investigated whether the DNA repair gene expression status might influence the risk of locoregional recurrence ( LRR ) in breast cancer patients .	20092964_s1
4551	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS AND MATERIALS We used a quantitative reverse transcriptase PCR-based approach to measure messenger RNA levels of 20 selected DNA repair genes in tumor samples from 97 breast cancer patients enrolled in a phase III trial ( Centre René Huguenin cohort ) .	20092964_s2
4552	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Normalized mRNA levels were tested for an association with LRR-free survival ( LRR-FS ) and overall survival ( OS ) .	20092964_s3
4553	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The findings were validated in comparison with those of an independent cohort ( Netherlands Cancer Institute ( NKI ) cohort ) .	20092964_s4
4554	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Multivariate analysis encompassing known prognostic factors was used to assess the association between DNA repair gene expression and patient outcome .	20092964_s5
4555	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS RAD51 was the only gene associated with LRR in both cohorts .	20092964_s6
4556	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	With a median follow-up of 126 months in the CRH cohort , the 5-year LRR-FS and OS rates were 100% and 95% in the 61 patients with low RAD51 expression , compared with 70% and 69% in the 36 patients with high RAD51 expression , respectively ( p < 0.001 ) .	20092964_s7
4557	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RAD51 overexpression was associated with a higher risk of LRR ( hazard ratio [ HR ] , 12.83 ; 95% confidence interval [ CI ] , 3.6-45.6 ) and death ( HR , 4.10 ; 95% CI , 1.7-9.7 ) .	20092964_s8
4558	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RAD51 overexpression was also significantly associated with shorter LRR-FS and OS in the NKI cohort .	20092964_s9
4560	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This finding warrants prospective studies of RAD51 as a prognosticator and therapeutic target .	20092964_s11
4561	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We recently isolated an exon-4-deleted epidermal growth factor receptor ( EGFR ) variant , termed de4 EGFR .	21917986_s0
4563	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , in this study , the antitumor activities of mAb CH12 , an anti-EGFRvIII antibody developed in our laboratory , as well as a U.S. Food and Drug Administration-approved anti-EGFR antibody , cetuximab ( C225 ) , were characterized on de4 EGFR(+) models .	21917986_s2
4564	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results of FACS assays showed that CH12 bound to de4 EGFR with a higher avidity than did C225 .	21917986_s3
4565	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interestingly , CH12 , but not C225 , significantly inhibited the metastasis and growth of U87MG-de4 EGFR xenografts , with a growth-inhibition ratio of 46.48% in vivo , and prolonged the survival of the tumor-bearing mice by 37.2% .	21917986_s4
4566	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]	Treatment with CH12 significantly suppressed tumor proliferation and angiogenesis with increased tumor apoptosis .	21917986_s5
4567	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Mechanistically , de4 EGFR protein expression was virtually undetectable in the U87MG-de4 EGFR xenografts treated with CH12 .	21917986_s6
4568	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This may account for the observed reduction of Akt and Erk phosphorylation , cyclin D1 , Bcl-2 , and Bcl-x(L) expression and the increase of p27 and E-cadherin expression .	21917986_s7
4569	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Intriguingly , LAMP-1 , a major component of the lysosome , was significantly up-regulated in the CH12-treated group but not in the C225-treated group , suggesting its contribution to the degradation of de4 EGFR .	21917986_s8
4570	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Taken together , our data demonstrated that mAb CH12 is a promising therapeutic agent for treating de4 EGFR(+) gliomas .	21917986_s9
4571	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The purpose of this study was to evaluate the effects of composite wound dressing films made of silk fibroin ( SF ) containing hydroxyapatite ( HA ) or polarized HA ( pHA ) powders on endothelial cell ( EC ) behaviors that have important roles in the wound-healing process .	22275235_s0
4573	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The SF composite films with 0.6 ( w/v)% in concentration of HA powder ( HA/SF ) or pHA powder ( pHA/SF ) contained HA crystals of amorphous and silk II crystalline structures .	22275235_s2
4574	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	SEM observation showed that there were differences in SF morphology between HA/SF and pHA/SF .	22275235_s3
4575	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The pHA/SF exhibited a furry texture around the pHA crystals , most likely due to the stored charged and zeta potentials .	22275235_s4
4576	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HA/SF and pHA/SF films enhanced EC migration compared with that on the SF film .	22275235_s5
4577	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The number of migrated cells on the HA/SF and pHA/SF was times larger than that on the SF .	22275235_s6
4578	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The quantitative analysis of the endothelial morphogenesis indicated that the pHA/SF film enhanced the formation of capillary-like structures compared with SF and HA/SF .	22275235_s7
4579	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , pHA/SF may potentially stimulate and contribute to the enhancement of angiogenesis in the wound-healing process .	22275235_s8
4580	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pancreatic adenocarcinoma is an aggressive cancer with a greater than 95% mortality rate and short survival after diagnosis .	20559452_s0
4583	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Codon 12 mutations maintain Ras in a constitutively active state leading to continuous cellular proliferation .	20559452_s3
4584	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our study determined if TRAIL resistance in pancreatic adenocarcinomas with K-Ras 12 mutations could be overcome by first sensitizing the cells with Benzyl isothiocyanate ( BITC ) .	20559452_s4
4585	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BITC is a component of cruciferous vegetables and a cell cycle inhibitor .	20559452_s5
4586	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BxPC3 , MiaPaCa2 and Panc-1 human pancreatic adenocarcinoma cell lines were examined for TRAIL resistance .	20559452_s6
4587	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Our studies show BITC induced TRAIL sensitization by dual activation of both the extrinsic and intrinsic apoptotic pathways .	20559452_s7
4588	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Metastasis is a complex process utilizing both tumor-cell-autonomous properties and host-derived factors , including cellular immunity .	23028344_s0
4589	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have previously shown that germline polymorphisms can modify tumor cell metastatic capabilities through cell-autonomous mechanisms .	23028344_s1
4590	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , how metastasis susceptibility genes interact with the tumor stroma is incompletely understood .	23028344_s2
4593	[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Unexpectedly , Cadm1 did not alter tumor-cell-autonomous properties such as proliferation or invasion , but required the host's adaptive immune system to affect metastasis .	23028344_s5
4595	[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our data show a novel function for Cadm1 in suppressing metastasis by sensitizing tumor cells to immune surveillance mechanisms , and this is the first report of a heritable metastasis susceptibility gene engaging tumor non-autonomous factors .	23028344_s7
4598	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Previous studies defining the viral genes affecting HPV-16 transformation functions have used the "" prototype "" viral genome , which was cloned from a human cervical carcinoma and later discovered to harbor a mutation in the E1 gene ."	1313584_s2
4599	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we have corrected this mutation and have evaluated the effect of mutations of either the E1 or the E2 gene on the efficiency of HPV-16 immortalization of human keratinocytes .	1313584_s3
4600	[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	"Mutation of either the E1 gene or the E2 gene in the background of a "" wild-type "" HPV-16 genome markedly increased immortalization capacity ."	1313584_s4
4601	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Mutations were also generated in the E2-binding sites located upstream of the P97 promoter , which directs synthesis of the viral E6 and E7 transforming genes .	1313584_s5
4602	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	E2 negatively regulates the P97 promoter through binding at adjacent sites .	1313584_s6
4603	[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Surprisingly , the mutation of these sites only partially relieved the negative effect of E2 on viral immortalization , implicating additional mechanisms in the E2 repression of viral immortalization functions .	1313584_s7
4604	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results provide genetic evidence that the E1 and E2 gene products each can repress HPV-16 immortalization and support the hypothesis that a selective growth advantage is provided by integration of the viral genome in a manner that causes the loss of expression of either E1 or E2 .	1313584_s8
4605	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Approximately 10% of the U.S. population ingests <50% of the current recommended daily allowance for zinc .	12481036_s0
4607	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Low zinc inhibited cell growth of rat glioma C6 cells and increased oxidative stress .	12481036_s2
4608	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Low intracellular zinc increased DNA single-strand breaks ( comet assay ) .	12481036_s3
4610	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Repletion with zinc restored cell growth and reversed DNA damage .	12481036_s5
4612	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The ability of the transcription factors p53 , nuclear factor kappaB , and activator protein 1 ( AP1 ) to bind to consensus DNA sequences was decreased markedly with zinc deficiency , as assayed by electrophoretic mobility-shift assays .	12481036_s7
